ID Name NumGS Coverage
1683 FSR_1527 3 0.9848
1684 FSR_1530 7 0.9512
1685 FSR_1586 1 0.4424
1686 FSR_1591 3 0.9056
1687 FSR_1595 9 0.9504
1688 FSR_1621 4 0.9464
1689 FSR_1645 1 0.6212
1690 FSR_1663 5 0.9184
1691 FSR_1666 1 0.3968
1692 FSR_1668 2 0.65
1693 FSR_1694 0 0.0
1694 FSR_1698 7 1.0
1695 FSR_1700 1 0.4072
1696 FSR_1703 1 0.532
1697 FSR_1716 4 0.9728
1698 FSR_1725 5 0.9976
1699 FSR_1744 2 0.8036
1700 FSR_1750 6 0.9828
1701 FSR_1758 3 0.8388
1702 Feibelman_1 7 0.9924
1703 Feinstein_1 5 0.9164
1704 Ferrero_1 2 0.7816
1705 Ferrero_11 0 0.0
1706 Ferrero_17 3 0.9576
1707 FoF_5 0 0.0
1708 FoF_145 2 0.4616
1709 FoF_198 4 0.9528
1710 FoF_273 11 0.9588
1711 FoF_282 5 0.9596
1712 FoF_321 3 0.7984
1713 FoF_403 1 0.3856
1714 FoF_589 5 0.7824
1715 FoF_597 3 0.8072
1716 FoF_658 2 0.7448
1717 FoF_861 13 0.9996
1718 FoF_866 8 1.0
1719 FoF_876 2 0.5336
1720 FoF_947 1 0.626
1721 FoF_1180 5 0.9588
1722 FoF_1182 6 0.9324
1723 FoF_1218 6 0.9832
1724 FoF_1235 8 0.9764
1725 FoF_1375 2 0.7376
1726 FoF_1428 3 0.8996
1727 FoF_1540 4 0.9308
1728 FoF_1624 1 0.3248
1729 FoF_1800 4 0.8232
1730 FoF_1973 2 0.6564
1731 FoF_1994 2 0.7112
1732 FoF_2068 3 0.7912
1733 FoF_2094 1 0.4988
1734 FoF_2100 3 0.8152
1735 FoF_2117 3 0.8992
1736 FoF_2123 2 0.9064
1737 FoF_2139 0 0.0
1738 FoF_2143 5 0.7336
1739 FoF_2179 1 0.5716
1740 FoF_2198 1 0.4884
1741 FoF_2210 3 0.7668
1742 FoF_2220 2 0.596
1743 FoF_2238 5 0.9688
1744 FoF_2253 1 0.568
1745 FoF_2309 0 0.0
1746 FoF_2383 1 0.352
1747 Gaia_1 5 0.9816
1748 Gaia_2 2 0.68
1749 Gaia_6 1 0.448
1750 Gaia_8 2 0.7616
1751 Gulliver_2 2 0.7896
1752 Gulliver_3 7 0.9236
1753 Gulliver_4 5 0.906
1754 Gulliver_5 1 0.5808
1755 Gulliver_7 5 0.9276
1756 Gulliver_9 1 0.3824
1757 Gulliver_10 3 0.992
1758 Gulliver_11 0 0.0
1759 Gulliver_12 1 0.6408
1760 Gulliver_13 2 0.8648
1761 Gulliver_14 3 0.9352
1762 Gulliver_15 3 0.6904
1763 Gulliver_17 9 0.9672
1764 Gulliver_18 3 0.7892
1765 Gulliver_19 2 0.7632
1766 Gulliver_20 1 0.6132
1767 Gulliver_21 1 0.6884
1768 Gulliver_22 1 0.428
1769 Gulliver_23 3 0.8752
1770 Gulliver_24 2 0.8664
1771 Gulliver_25 1 0.4468
1772 Gulliver_26 1 0.2784
1773 Gulliver_27 5 0.9576
1774 Gulliver_28 2 0.6468
1775 Gulliver_30 5 0.9996
1776 Gulliver_31 3 0.8332
1777 Gulliver_32 2 0.7988
1778 Gulliver_33 2 0.8504
1779 Gulliver_34 6 0.9656
1780 Gulliver_35 4 0.8856
1781 Gulliver_36 5 0.9764
1782 Gulliver_37 2 0.3688
1783 Gulliver_38 5 0.664
1784 Gulliver_39 5 0.7384
1785 Gulliver_40 5 0.9812
1786 Gulliver_42 10 1.0
1787 Gulliver_43 2 0.6944
1788 Gulliver_44 2 0.7972
1789 Gulliver_45 4 0.942
1790 Gulliver_46 7 1.0
1791 Gulliver_47 2 0.8396
1792 Gulliver_48 1 0.7328
1793 Gulliver_49 2 0.7788
1794 Gulliver_50 3 0.8884
1795 Gulliver_51 2 0.5544
1796 Gulliver_52 0 0.0
1797 Gulliver_53 0 0.0
1798 Gulliver_54 1 0.2152
1799 Gulliver_55 2 0.616
1800 Gulliver_56 0 0.0
1801 Gulliver_57 3 0.832
1802 Gulliver_58 2 0.8888
1803 Gulliver_59 3 0.3968
1804 Gulliver_60 0 0.0
1805 HD_226540_Group 4 0.7788
1806 HSC_1 1 0.3036
1807 HSC_2 7 0.9636
1808 HSC_3 3 0.9308
1809 HSC_4 11 0.9712
1810 HSC_5 1 0.6208
1811 HSC_6 4 0.928
1812 HSC_7 2 0.8768
1813 HSC_8 7 0.9544
1814 HSC_9 4 0.8876
1815 HSC_10 9 0.9472
1816 HSC_11 12 1.0
1817 HSC_12 10 1.0
1818 HSC_13 3 0.9608
1819 HSC_14 4 0.7964
1820 HSC_15 2 0.7756
1821 HSC_16 1 0.444
1822 HSC_17 5 0.906
1823 HSC_18 4 0.966
1824 HSC_19 6 0.9828
1825 HSC_20 1 0.6588
1826 HSC_23 3 0.69
1827 HSC_25 6 0.9764
1828 HSC_26 4 0.7948
1829 HSC_27 4 0.8964
1830 HSC_31 6 0.9728
1831 HSC_32 2 0.3788
1832 HSC_34 2 0.7936
1833 HSC_35 3 0.7488
1834 HSC_36 1 0.4104
1835 HSC_37 5 0.9672
1836 HSC_38 0 0.0
1837 HSC_39 3 0.6776
1838 HSC_40 2 0.8724
1839 HSC_44 2 0.888
1840 HSC_46 1 0.6468
1841 HSC_52 0 0.0
1842 HSC_55 1 0.5044
1843 HSC_56 9 0.998
1844 HSC_58 0 0.0
1845 HSC_59 1 0.486
1846 HSC_61 5 0.9968
1847 HSC_62 2 0.8864
1848 HSC_63 7 0.9992
1849 HSC_64 1 0.6804
1850 HSC_65 3 0.9396
1851 HSC_66 0 0.0
1852 HSC_67 0 0.0
1853 HSC_70 6 0.9672
1854 HSC_71 3 0.648
1855 HSC_72 11 1.0
1856 HSC_73 2 0.414
1857 HSC_74 2 0.7736
1858 HSC_75 4 0.9516
1859 HSC_76 10 1.0
1860 HSC_77 3 0.8444
1861 HSC_79 2 0.882
1862 HSC_80 7 0.9988
1863 HSC_81 3 0.914
1864 HSC_86 3 0.9296
1865 HSC_87 3 0.8612
1866 HSC_89 0 0.0
1867 HSC_92 4 0.946
1868 HSC_93 3 0.7668
1869 HSC_94 4 0.9116
1870 HSC_95 1 0.7104
1871 HSC_97 1 0.2656
1872 HSC_98 4 0.9424
1873 HSC_99 2 0.7508
1874 HSC_100 1 0.352
1875 HSC_101 3 0.9164
1876 HSC_103 4 1.0
1877 HSC_104 5 0.996
1878 HSC_105 4 0.9524
1879 HSC_106 1 0.3636
1880 HSC_108 2 0.746
1881 HSC_109 0 0.0
1882 HSC_110 4 0.8652
1883 HSC_113 2 0.8928
1884 HSC_115 5 0.9688
1885 HSC_118 8 0.984
1886 HSC_119 5 0.9444
1887 HSC_120 5 0.9996
1888 HSC_125 4 0.9624
1889 HSC_127 2 0.876
1890 HSC_129 3 0.706
1891 HSC_131 4 0.9648
1892 HSC_132 0 0.0
1893 HSC_133 7 0.996
1894 HSC_134 0 0.0
1895 HSC_135 4 0.8124
1896 HSC_137 2 0.6884
1897 HSC_138 1 0.4852
1898 HSC_139 4 0.9796
1899 HSC_140 4 0.8948
1900 HSC_142 0 0.0
1901 HSC_143 3 0.8908
1902 HSC_144 3 0.8584
1903 HSC_145 0 0.0
1904 HSC_147 1 0.316
1905 HSC_148 10 1.0
1906 HSC_149 10 0.9784
1907 HSC_151 1 0.5152
1908 HSC_152 4 0.6764
1909 HSC_153 5 0.9264
1910 HSC_155 5 0.978
1911 HSC_156 0 0.0
1912 HSC_157 2 0.7008
1913 HSC_158 3 0.9152
1914 HSC_159 5 0.998
1915 HSC_160 3 0.8836
1916 HSC_161 7 0.9624
1917 HSC_162 5 0.9932
1918 HSC_164 0 0.0
1919 HSC_166 3 0.8812
1920 HSC_170 1 0.3776
1921 HSC_171 0 0.0
1922 HSC_172 2 0.7324
1923 HSC_174 8 1.0
1924 HSC_175 0 0.0
1925 HSC_176 4 0.8156
1926 HSC_177 5 1.0
1927 HSC_178 6 0.9812
1928 HSC_179 3 0.916
1929 HSC_180 1 0.622
1930 HSC_181 3 0.9052
1931 HSC_183 3 0.784
1932 HSC_184 5 0.9872
1933 HSC_186 1 0.6376
1934 HSC_187 3 0.9576
1935 HSC_188 0 0.0
1936 HSC_189 5 0.9632
1937 HSC_190 1 0.374
1938 HSC_191 1 0.7468
1939 HSC_192 0 0.0
1940 HSC_193 1 0.22
1941 HSC_194 0 0.0
1942 HSC_195 5 0.8504
1943 HSC_196 1 0.5388
1944 HSC_197 1 0.42
1945 HSC_198 8 0.9608
1946 HSC_200 9 0.998
1947 HSC_201 4 0.9576
1948 HSC_202 2 0.6304
1949 HSC_204 4 0.8672
1950 HSC_205 0 0.0
1951 HSC_207 5 0.978
1952 HSC_208 3 0.9312
1953 HSC_210 5 0.93
1954 HSC_212 2 0.9004
1955 HSC_213 1 0.534
1956 HSC_214 5 0.8476
1957 HSC_215 3 0.8692
1958 HSC_219 5 0.984
1959 HSC_220 3 0.8524
1960 HSC_221 2 0.6576
1961 HSC_222 4 0.924
1962 HSC_223 3 0.918
1963 HSC_224 5 0.9708
1964 HSC_225 4 0.864
1965 HSC_226 3 0.8504
1966 HSC_227 2 0.6452
1967 HSC_229 2 0.866
1968 HSC_230 4 0.7156
1969 HSC_231 2 0.8764
1970 HSC_232 1 0.7028
1971 HSC_233 11 1.0
1972 HSC_234 4 0.8964
1973 HSC_235 2 0.5704
1974 HSC_236 2 0.892
1975 HSC_238 2 0.8232
1976 HSC_239 1 0.3636
1977 HSC_240 4 0.9276
1978 HSC_242 2 0.5996
1979 HSC_243 5 0.6992
1980 HSC_245 8 0.992
1981 HSC_247 2 0.846
1982 HSC_248 1 0.5368
1983 HSC_249 1 0.692
1984 HSC_250 4 0.792
1985 HSC_251 7 1.0
1986 HSC_252 6 0.9612
1987 HSC_253 1 0.5056
1988 HSC_254 1 0.5476
1989 HSC_255 1 0.3408
1990 HSC_257 3 0.8656
1991 HSC_258 7 1.0
1992 HSC_261 5 0.9716
1993 HSC_262 8 1.0
1994 HSC_263 2 0.4844
1995 HSC_264 7 0.9772
1996 HSC_265 3 0.6716
1997 HSC_266 7 0.9976
1998 HSC_267 0 0.0
1999 HSC_268 7 0.9792
2000 HSC_269 3 0.786
2001 HSC_271 6 0.9956
2002 HSC_272 3 0.6528
2003 HSC_273 6 0.9756
2004 HSC_276 4 0.9724
2005 HSC_277 2 0.7444
2006 HSC_278 1 0.6076
2007 HSC_279 9 0.9856
2008 HSC_280 3 0.8584
2009 HSC_281 6 0.9928
2010 HSC_282 0 0.0
2011 HSC_283 3 0.8792
2012 HSC_284 7 0.998
2013 HSC_285 8 1.0
2014 HSC_287 2 0.78
2015 HSC_289 1 0.4912
2016 HSC_290 0 0.0
2017 HSC_291 7 0.9948
2018 HSC_294 1 0.416
2019 HSC_295 3 0.906
2020 HSC_296 1 0.2848
2021 HSC_297 2 0.622
2022 HSC_298 3 0.5904
2023 HSC_299 1 0.4868
2024 HSC_300 1 0.7796
2025 HSC_301 2 0.8852
2026 HSC_302 8 1.0
2027 HSC_303 1 0.5156
2028 HSC_304 7 0.9888
2029 HSC_305 1 0.4756
2030 HSC_307 5 1.0
2031 HSC_308 2 0.4436
2032 HSC_310 0 0.0
2033 HSC_313 2 0.8704
2034 HSC_315 1 0.542
2035 HSC_316 4 0.932
2036 HSC_318 0 0.0
2037 HSC_319 1 0.5044
2038 HSC_320 2 0.8172
2039 HSC_321 2 0.8432
2040 HSC_322 1 0.368
2041 HSC_323 2 0.6376
2042 HSC_324 3 0.9068
2043 HSC_325 2 0.6972
2044 HSC_327 1 0.6568
2045 HSC_328 0 0.0
2046 HSC_329 5 0.96
2047 HSC_330 2 0.5784
2048 HSC_331 5 0.986
2049 HSC_332 3 0.9904
2050 HSC_333 0 0.0
2051 HSC_334 0 0.0
2052 HSC_336 2 0.7172
2053 HSC_337 1 0.444
2054 HSC_338 2 0.8468
2055 HSC_339 2 0.4668
2056 HSC_340 2 0.8516
2057 HSC_341 0 0.0
2058 HSC_343 6 0.9936
2059 HSC_344 1 0.3944
2060 HSC_345 4 0.782
2061 HSC_346 4 0.9908
2062 HSC_347 1 0.5188
2063 HSC_348 3 0.978
2064 HSC_349 2 0.5436
2065 HSC_350 0 0.0
2066 HSC_351 1 0.598
2067 HSC_353 2 0.8284
2068 HSC_354 1 0.5628
2069 HSC_355 1 0.706
2070 HSC_356 1 0.5392
2071 HSC_357 3 0.6856
2072 HSC_358 3 0.5964
2073 HSC_359 4 0.9056
2074 HSC_361 1 0.382
2075 HSC_363 1 0.6204
2076 HSC_365 2 0.7624
2077 HSC_366 5 0.974
2078 HSC_368 2 0.4236
2079 HSC_369 0 0.0
2080 HSC_370 2 0.6972
2081 HSC_371 1 0.5988
2082 HSC_373 2 0.5508
2083 HSC_374 3 0.8752
2084 HSC_375 3 0.9284
2085 HSC_376 0 0.0
2086 HSC_379 5 0.9484
2087 HSC_380 2 0.8948
2088 HSC_381 1 0.5076
2089 HSC_382 2 0.784
2090 HSC_384 3 0.5388
2091 HSC_385 3 0.8584
2092 HSC_386 2 0.6888
2093 HSC_387 5 0.9492
2094 HSC_388 2 0.4504
2095 HSC_389 1 0.5352
2096 HSC_390 1 0.6492
2097 HSC_391 2 0.7688
2098 HSC_392 3 0.7396
2099 HSC_393 4 0.8168
2100 HSC_394 3 0.736
2101 HSC_396 0 0.0
2102 HSC_397 2 0.7104
2103 HSC_398 3 0.814
2104 HSC_399 4 0.9268
2105 HSC_401 2 0.8924
2106 HSC_402 2 0.8124
2107 HSC_403 2 0.4696
2108 HSC_404 3 0.6088
2109 HSC_405 3 0.9196
2110 HSC_406 0 0.0
2111 HSC_407 4 0.9824
2112 HSC_408 1 0.4064
2113 HSC_409 0 0.0
2114 HSC_410 3 0.812
2115 HSC_411 2 0.8756
2116 HSC_412 8 1.0
2117 HSC_413 2 0.5132
2118 HSC_415 0 0.0
2119 HSC_416 1 0.4208
2120 HSC_419 4 0.9904
2121 HSC_420 2 0.6556
2122 HSC_421 2 0.8576
2123 HSC_422 0 0.0
2124 HSC_423 0 0.0
2125 HSC_425 0 0.0
2126 HSC_426 2 0.7324
2127 HSC_427 0 0.0
2128 HSC_428 3 0.8368
2129 HSC_429 1 0.3552
2130 HSC_430 6 0.9668
2131 HSC_431 6 0.9916
2132 HSC_432 0 0.0
2133 HSC_433 5 0.9116
2134 HSC_434 4 0.8252
2135 HSC_435 0 0.0
2136 HSC_436 2 0.81
2137 HSC_437 1 0.4356
2138 HSC_438 2 0.5584
2139 HSC_440 1 0.3716
2140 HSC_441 0 0.0
2141 HSC_442 0 0.0
2142 HSC_443 1 0.4992
2143 HSC_444 3 0.9168
2144 HSC_445 1 0.298
2145 HSC_446 3 0.7068
2146 HSC_447 4 0.8984
2147 HSC_448 0 0.0
2148 HSC_449 8 0.9968
2149 HSC_450 2 0.854
2150 HSC_451 5 0.9532
2151 HSC_452 2 0.7908
2152 HSC_453 0 0.0
2153 HSC_454 3 0.89
2154 HSC_455 3 0.8832
2155 HSC_456 2 0.862
2156 HSC_457 2 0.9144
2157 HSC_458 7 0.9976
2158 HSC_460 0 0.0
2159 HSC_461 2 0.76
2160 HSC_462 2 0.8188
2161 HSC_463 3 0.8064
2162 HSC_464 5 0.9772
2163 HSC_465 0 0.0
2164 HSC_466 4 0.9312
2165 HSC_467 4 0.9388
2166 HSC_469 1 0.4356
2167 HSC_470 6 0.9304
2168 HSC_471 4 0.9632
2169 HSC_473 0 0.0
2170 HSC_474 0 0.0
2171 HSC_475 0 0.0
2172 HSC_476 0 0.0
2173 HSC_477 0 0.0
2174 HSC_478 3 0.8724
2175 HSC_479 1 0.6
2176 HSC_480 3 0.982
2177 HSC_482 4 0.9824
2178 HSC_483 0 0.0
2179 HSC_485 4 0.984
2180 HSC_486 2 0.6632
2181 HSC_487 2 0.8856
2182 HSC_488 4 0.924
2183 HSC_489 3 0.9284
2184 HSC_490 2 0.588
2185 HSC_491 4 0.93
2186 HSC_492 0 0.0
2187 HSC_493 2 0.8876
2188 HSC_494 5 0.9648
2189 HSC_496 2 0.5
2190 HSC_497 0 0.0
2191 HSC_498 4 0.8812
2192 HSC_499 2 0.8176
2193 HSC_500 0 0.0
2194 HSC_501 4 0.7212
2195 HSC_502 2 0.7084
2196 HSC_504 3 0.8712
2197 HSC_505 3 0.8908
2198 HSC_506 5 0.7756
2199 HSC_507 7 0.9724
2200 HSC_508 0 0.0
2201 HSC_509 3 0.9516
2202 HSC_510 1 0.5456
2203 HSC_511 2 0.8736
2204 HSC_512 1 0.478
2205 HSC_513 3 0.838
2206 HSC_514 4 0.9608
2207 HSC_515 0 0.0
2208 HSC_516 4 0.8164
2209 HSC_517 1 0.6028
2210 HSC_519 3 0.7728
2211 HSC_521 2 0.7016
2212 HSC_522 2 0.642
2213 HSC_523 5 0.888
2214 HSC_524 0 0.0
2215 HSC_525 1 0.3848
2216 HSC_527 9 0.9856
2217 HSC_528 1 0.5704
2218 HSC_529 7 0.99
2219 HSC_530 5 0.9616
2220 HSC_531 2 0.8516
2221 HSC_532 1 0.4472
2222 HSC_533 3 0.8476
2223 HSC_534 1 0.7432
2224 HSC_535 5 0.8436
2225 HSC_536 4 0.8928
2226 HSC_537 3 0.8916
2227 HSC_538 8 1.0
2228 HSC_539 2 0.8264
2229 HSC_540 2 0.6176
2230 HSC_541 5 0.9748
2231 HSC_543 8 0.934
2232 HSC_544 1 0.6588
2233 HSC_545 2 0.8628
2234 HSC_546 2 0.7572
2235 HSC_548 3 0.958
2236 HSC_549 8 1.0
2237 HSC_550 2 0.608
2238 HSC_551 2 0.7288
2239 HSC_552 0 0.0
2240 HSC_553 1 0.5372
2241 HSC_554 7 0.8272
2242 HSC_555 4 1.0
2243 HSC_557 3 0.8604
2244 HSC_558 1 0.5824
2245 HSC_560 2 0.9012
2246 HSC_561 2 0.8676
2247 HSC_562 4 0.9384
2248 HSC_563 2 0.6588
2249 HSC_564 0 0.0
2250 HSC_565 1 0.3056
2251 HSC_566 4 0.9604
2252 HSC_567 3 0.9592
2253 HSC_568 2 0.676
2254 HSC_569 0 0.0
2255 HSC_570 1 0.7064
2256 HSC_571 2 0.704
2257 HSC_572 0 0.0
2258 HSC_573 1 0.4912
2259 HSC_574 3 0.8896
2260 HSC_575 0 0.0
2261 HSC_576 1 0.402
2262 HSC_579 1 0.6468
2263 HSC_580 0 0.0
2264 HSC_581 2 0.6424
2265 HSC_582 3 0.8372
2266 HSC_583 3 0.8012
2267 HSC_584 4 0.952
2268 HSC_585 0 0.0
2269 HSC_586 1 0.406
2270 HSC_588 3 0.6192
2271 HSC_589 2 0.7156
2272 HSC_590 0 0.0
2273 HSC_591 7 1.0
2274 HSC_592 2 0.8736
2275 HSC_593 4 0.7352
2276 HSC_594 0 0.0
2277 HSC_595 5 0.98
2278 HSC_598 0 0.0
2279 HSC_599 3 0.584
2280 HSC_600 1 0.4716
2281 HSC_601 0 0.0
2282 HSC_602 5 0.998
2283 HSC_603 3 0.8828
2284 HSC_604 3 0.7644
2285 HSC_606 1 0.3612
2286 HSC_607 2 0.788
2287 HSC_608 3 0.7616
2288 HSC_609 4 0.702
2289 HSC_611 6 0.9472
2290 HSC_612 2 0.568
2291 HSC_613 3 0.9336
2292 HSC_614 4 0.9188
2293 HSC_615 0 0.0
2294 HSC_616 0 0.0
2295 HSC_617 4 0.9552
2296 HSC_618 1 0.4528
2297 HSC_619 1 0.4856
2298 HSC_620 2 0.5812
2299 HSC_622 1 0.5416
2300 HSC_623 0 0.0
2301 HSC_624 1 0.5044
2302 HSC_625 2 0.8264
2303 HSC_626 1 0.4896
2304 HSC_627 0 0.0
2305 HSC_628 1 0.3848
2306 HSC_629 2 0.816
2307 HSC_630 2 0.7756
2308 HSC_631 1 0.7596
2309 HSC_632 0 0.0
2310 HSC_633 0 0.0
2311 HSC_635 0 0.0
2312 HSC_636 1 0.6428
2313 HSC_637 0 0.0
2314 HSC_638 0 0.0
2315 HSC_639 1 0.4448
2316 HSC_640 1 0.4628
2317 HSC_641 2 0.8876
2318 HSC_643 1 0.4916
2319 HSC_644 0 0.0
2320 HSC_645 1 0.6352
2321 HSC_647 2 0.4888
2322 HSC_648 2 0.622
2323 HSC_649 0 0.0
2324 HSC_650 6 0.9936
2325 HSC_651 2 0.6244
2326 HSC_652 2 0.7964
2327 HSC_653 3 0.7772
2328 HSC_654 2 0.786
2329 HSC_655 2 0.5352
2330 HSC_656 3 0.9288
2331 HSC_657 1 0.4308
2332 HSC_658 0 0.0
2333 HSC_659 0 0.0
2334 HSC_660 8 0.9524
2335 HSC_661 3 0.9176
2336 HSC_662 0 0.0
2337 HSC_663 1 0.6296
2338 HSC_665 2 0.4916
2339 HSC_667 0 0.0
2340 HSC_669 0 0.0
2341 HSC_672 4 0.9192
2342 HSC_673 2 0.828
2343 HSC_674 4 0.8644
2344 HSC_675 5 0.9836
2345 HSC_677 4 0.7588
2346 HSC_679 4 0.9456
2347 HSC_680 1 0.5744
2348 HSC_681 3 0.5912
2349 HSC_682 5 0.9832
2350 HSC_683 0 0.0
2351 HSC_684 2 0.7564
2352 HSC_686 0 0.0
2353 HSC_687 2 0.8904
2354 HSC_688 0 0.0
2355 HSC_689 1 0.2816
2356 HSC_691 0 0.0
2357 HSC_692 8 1.0
2358 HSC_693 2 0.8084
2359 HSC_694 10 1.0
2360 HSC_695 1 0.734
2361 HSC_696 2 0.8044
2362 HSC_697 2 0.87
2363 HSC_698 3 0.9592
2364 HSC_699 1 0.4604
2365 HSC_700 0 0.0
2366 HSC_701 0 0.0
2367 HSC_702 0 0.0
2368 HSC_703 0 0.0
2369 HSC_704 3 0.8936
2370 HSC_705 1 0.3932
2371 HSC_706 2 0.6104
2372 HSC_707 1 0.7468
2373 HSC_708 1 0.4448
2374 HSC_709 2 0.7016
2375 HSC_710 3 0.9688
2376 HSC_711 1 0.2584
2377 HSC_712 1 0.5628
2378 HSC_713 2 0.4968
2379 HSC_714 3 0.7396
2380 HSC_715 2 0.8324
2381 HSC_717 2 0.5184
2382 HSC_718 0 0.0
2383 HSC_719 1 0.498
2384 HSC_720 2 0.6932
2385 HSC_721 1 0.372
2386 HSC_722 1 0.606
2387 HSC_723 0 0.0
2388 HSC_724 0 0.0
2389 HSC_725 1 0.728
2390 HSC_726 2 0.8608
2391 HSC_727 1 0.7296
2392 HSC_728 0 0.0
2393 HSC_729 0 0.0
2394 HSC_730 1 0.3564
2395 HSC_731 1 0.4248
2396 HSC_732 2 0.5992
2397 HSC_734 0 0.0
2398 HSC_735 1 0.492
2399 HSC_736 0 0.0
2400 HSC_737 2 0.6576
2401 HSC_738 2 0.7816
2402 HSC_739 5 0.7528
2403 HSC_740 1 0.2252
2404 HSC_741 0 0.0
2405 HSC_742 0 0.0
2406 HSC_743 0 0.0
2407 HSC_744 1 0.574
2408 HSC_745 0 0.0
2409 HSC_746 4 0.9656
2410 HSC_747 2 0.882
2411 HSC_748 1 0.3916
2412 HSC_749 0 0.0
2413 HSC_750 2 0.8148
2414 HSC_751 2 0.876
2415 HSC_752 0 0.0
2416 HSC_754 0 0.0
2417 HSC_757 0 0.0
2418 HSC_758 3 0.7904
2419 HSC_759 0 0.0
2420 HSC_760 1 0.3104
2421 HSC_761 2 0.6968
2422 HSC_762 2 0.5672
2423 HSC_763 3 0.9408
2424 HSC_764 1 0.41
2425 HSC_765 1 0.236
2426 HSC_766 0 0.0
2427 HSC_767 1 0.7424
2428 HSC_768 1 0.312
2429 HSC_769 0 0.0
2430 HSC_770 0 0.0
2431 HSC_771 1 0.4808
2432 HSC_772 3 0.924
2433 HSC_773 3 0.972
2434 HSC_774 2 0.6568
2435 HSC_776 1 0.3076
2436 HSC_777 2 0.4572
2437 HSC_778 0 0.0
2438 HSC_779 3 0.9316
2439 HSC_780 0 0.0
2440 HSC_781 0 0.0
2441 HSC_782 0 0.0
2442 HSC_784 1 0.5048
2443 HSC_785 3 0.7232
2444 HSC_786 1 0.3228
2445 HSC_787 3 0.8604
2446 HSC_788 3 0.502
2447 HSC_789 0 0.0
2448 HSC_790 1 0.5972
2449 HSC_791 1 0.62
2450 HSC_792 2 0.622
2451 HSC_793 3 0.7588
2452 HSC_794 5 0.894
2453 HSC_795 1 0.4024
2454 HSC_796 3 0.5076
2455 HSC_797 7 0.8596
2456 HSC_798 0 0.0
2457 HSC_800 0 0.0
2458 HSC_801 2 0.77
2459 HSC_802 0 0.0
2460 HSC_803 0 0.0
2461 HSC_804 0 0.0
2462 HSC_805 0 0.0
2463 HSC_806 2 0.6708
2464 HSC_807 0 0.0
2465 HSC_808 0 0.0
2466 HSC_809 2 0.8932
2467 HSC_810 1 0.6712
2468 HSC_811 0 0.0
2469 HSC_812 0 0.0
2470 HSC_813 1 0.3432
2471 HSC_814 0 0.0
2472 HSC_815 0 0.0
2473 HSC_816 0 0.0
2474 HSC_817 0 0.0
2475 HSC_818 3 0.9256
2476 HSC_820 0 0.0
2477 HSC_821 1 0.4632
2478 HSC_823 2 0.582
2479 HSC_824 0 0.0
2480 HSC_825 0 0.0
2481 HSC_826 1 0.4316
2482 HSC_828 1 0.7368
2483 HSC_829 0 0.0
2484 HSC_830 2 0.5436
2485 HSC_831 1 0.4884
2486 HSC_832 1 0.388
2487 HSC_833 1 0.6568
2488 HSC_835 0 0.0
2489 HSC_836 1 0.2932
2490 HSC_837 2 0.7512
2491 HSC_838 1 0.4472
2492 HSC_839 1 0.3756
2493 HSC_841 3 0.9448
2494 HSC_842 0 0.0
2495 HSC_844 1 0.4432
2496 HSC_845 0 0.0
2497 HSC_846 2 0.7444
2498 HSC_848 0 0.0
2499 HSC_849 2 0.7208
2500 HSC_852 1 0.4156
2501 HSC_853 2 0.7888
2502 HSC_854 2 0.5056
2503 HSC_855 0 0.0
2504 HSC_856 2 0.9032
2505 HSC_857 3 0.9232
2506 HSC_858 0 0.0
2507 HSC_859 1 0.4308
2508 HSC_860 0 0.0
2509 HSC_861 1 0.5384
2510 HSC_862 0 0.0
2511 HSC_863 1 0.4428
2512 HSC_864 0 0.0
2513 HSC_865 0 0.0
2514 HSC_866 1 0.3996
2515 HSC_867 0 0.0
2516 HSC_868 2 0.8732
2517 HSC_869 0 0.0
2518 HSC_870 2 0.8024
2519 HSC_872 0 0.0
2520 HSC_873 0 0.0
2521 HSC_875 0 0.0
2522 HSC_876 0 0.0
2523 HSC_877 1 0.258
2524 HSC_878 1 0.462
2525 HSC_879 0 0.0
2526 HSC_880 1 0.3528
2527 HSC_881 2 0.894
2528 HSC_882 1 0.226
2529 HSC_883 2 0.6092
2530 HSC_884 1 0.2396
2531 HSC_885 1 0.4008
2532 HSC_886 0 0.0
2533 HSC_887 0 0.0
2534 HSC_888 0 0.0
2535 HSC_889 0 0.0
2536 HSC_890 2 0.5716
2537 HSC_891 0 0.0
2538 HSC_892 0 0.0
2539 HSC_893 1 0.7316
2540 HSC_894 0 0.0
2541 HSC_895 0 0.0
2542 HSC_896 0 0.0
2543 HSC_897 0 0.0
2544 HSC_898 0 0.0
2545 HSC_899 0 0.0
2546 HSC_900 0 0.0
2547 HSC_901 1 0.618
2548 HSC_903 0 0.0
2549 HSC_905 1 0.7768
2550 HSC_906 0 0.0
2551 HSC_907 0 0.0
2552 HSC_908 0 0.0
2553 HSC_910 1 0.3468
2554 HSC_911 1 0.5988
2555 HSC_912 0 0.0
2556 HSC_913 0 0.0
2557 HSC_914 2 0.816
2558 HSC_915 1 0.6488
2559 HSC_916 0 0.0
2560 HSC_917 3 0.9684
2561 HSC_919 3 0.982
2562 HSC_920 1 0.4204
2563 HSC_921 0 0.0
2564 HSC_922 0 0.0
2565 HSC_923 1 0.7636
2566 HSC_924 1 0.4288
2567 HSC_925 0 0.0
